Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
A Brother Beloved,,['Max N. Andrews'],,http://books.google.nl/books?id=LchDMwEACAAJ&dq=A+Brother+Beloved&hl=&cd=1&source=gbs_api,,1979,http://books.google.nl/books?id=LchDMwEACAAJ&dq=A+Brother+Beloved&hl=&source=gbs_api,,
Legacy Living: The Six Covenants for Personal & Professional Excellence,"A sacred promise, a covenant you make to yourself and to future generations. How to have authority over tomorrow by living with purpose and intention today. When you do so, you inevitably choose legacy living not only in times of unexpected calamity and loss. You choose it as a lifestyle. You inextricably knit legacy into the precious fabric of who you are.",['Gloria J. Burgess'],http://books.google.com/books/content?id=oIkyAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=oIkyAAAACAAJ&dq=Legacy+Living:+The+Six+Covenants+for+Personal&hl=&cd=1&source=gbs_api,Executive Excellence Publishing,2006-01-01,http://books.google.nl/books?id=oIkyAAAACAAJ&dq=Legacy+Living:+The+Six+Covenants+for+Personal&hl=&source=gbs_api,['Self-Help'],
Voices From the Earth: Practical Shamanism,"“Set out on the mystical, soul-enhancing path of a shaman ....Create your own medicine objects, like a rattle for dowsing the energy of a place or a person...Set up a power altar ....Build a lasting, beneficial relationship with the spirits and animal helpers.”—Total Health. “Wood has a talent for translating Native American spirituality and shamanism into terms we can all understand in this beautifully illustrated book.”—FATE.","['Nick Wood', 'Nicholas Wood']",http://books.google.com/books/content?id=LKjrwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=LKjrwAEACAAJ&dq=Voices+From+the+Earth:+Practical+Shamanism&hl=&cd=1&source=gbs_api,Sterling Publishing Company Incorporated,2000,http://books.google.nl/books?id=LKjrwAEACAAJ&dq=Voices+From+the+Earth:+Practical+Shamanism&hl=&source=gbs_api,"['Body, Mind & Spirit']",1.0
"Progress and poverty: An inquiry into the cause of industrial depressions and of increase of want with increase of wealth, the remedy",,['Henry George'],http://books.google.com/books/content?id=c-SxAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=c-SxAAAAIAAJ&printsec=frontcover&dq=Progress+and+poverty:+An+inquiry+into+the+cause+of+industrial+depressions+and+of+increase+of+want+with+increase+of+wealth,+the+remedy&hl=&cd=1&source=gbs_api",,1884,https://play.google.com/store/books/details?id=c-SxAAAAIAAJ&source=gbs_api,['Economics'],
"Creating Winning Marketing Plans: Planning, Strategies and Objectives","What is a marketing plan and how does it work? Who does it really serve and how can it help a professional or company gain an advantage over the competition? How can it make a difference in the development of a business? In this guide you will find simple, clear and comprehensive explanations on how to properly draft a marketing plan and what are the best practices available today to perform this task excellently. The book takes the reader by the hand and accompanies him through four gradual steps, which highlight the key points of the subject: - what a marketing plan is and how it works; - how to write an effective marketing plan; - how to structure a successful marketing plan; - what are the best practices, the most common mistakes and the most effective tools for measuring results. Building a successful marketing plan can become an affordable business for anyone, but only if you know how to do it. Stop wasting time behind thousands of pages of theoretical manuals and discover what really matters with simple, stimulating and immediate reading.",['Stefano Calicchio'],http://books.google.com/books/content?id=6GnpDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=6GnpDwAAQBAJ&printsec=frontcover&dq=Creating+Winning+Marketing+Plans:+Planning,+Strategies+and+Objectives&hl=&cd=1&source=gbs_api",Stefano Calicchio,2020-06-03,https://play.google.com/store/books/details?id=6GnpDwAAQBAJ&source=gbs_api,['Business & Economics'],
COCKTAILS FOR THREE,"Three women, smart and successful, working in the fast and furious world of magazines, meet for cocktails and gossip once a month. Roxanne: glamorous, self-confident, with a secret lover - and hoping that one day he will leave his wife and marry her. Maggie:capable and high-achieving, until she finds the one thing she can't cope with - motherhood. Candice:honest, decent, or so she believes - until a ghost from her past turns up, and almost ruins her life. A chance encounter in the cocktail bar sets in train an extraordinary set of events which upsets all their lives and almost destroys their friendship...",['Madeleine Wickham'],http://books.google.com/books/content?id=H57FAUJrzlUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=H57FAUJrzlUC&printsec=frontcover&dq=COCKTAILS+FOR+THREE&hl=&cd=1&source=gbs_api,Random House,2010-12-23,https://play.google.com/store/books/details?id=H57FAUJrzlUC&source=gbs_api,['Fiction'],17.0
Counseling With Our Councils: Learning to Minister Together in the Church and in the Family,Offers guidance and motivation for more effectively using councils in leadership positions as well as family situations.,['M. Russell Ballard'],http://books.google.com/books/content?id=GPZPLwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=GPZPLwEACAAJ&dq=Counseling+With+Our+Councils:+Learning+to+Minister+Together+in+the+Church+and+in+the+Family&hl=&cd=1&source=gbs_api,,2012,http://books.google.nl/books?id=GPZPLwEACAAJ&dq=Counseling+With+Our+Councils:+Learning+to+Minister+Together+in+the+Church+and+in+the+Family&hl=&source=gbs_api,['Church group work'],1.0
Caught Up Into Paradise,In this book Dr. Eby reveals the tender care of God's protective love in three generations of his family through miracle after miracle. Your heart will be stirred.,['Richard E. Eby'],http://books.google.com/books/content?id=iBPGPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=iBPGPQAACAAJ&dq=Caught+Up+Into+Paradise&hl=&cd=1&source=gbs_api,Spire,1984-12-12,http://books.google.nl/books?id=iBPGPQAACAAJ&dq=Caught+Up+Into+Paradise&hl=&source=gbs_api,['Biography & Autobiography'],
Romeo and Juliet,,['William Shakespeare'],http://books.google.com/books/content?id=6rhaAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=6rhaAAAAcAAJ&printsec=frontcover&dq=Romeo+and+Juliet&hl=&cd=1&source=gbs_api,,1734,https://play.google.com/store/books/details?id=6rhaAAAAcAAJ&source=gbs_api,,
Translating Into Success: Cutting-edge strategies for going multilingual in a global age (American Translators Association Scholarly Monograph Series),"""Case studies in business and language"" - cover.","['Robert C. Sprung', 'Simone Jaroniec']",http://books.google.com/books/content?id=inCeft4AkXcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=inCeft4AkXcC&printsec=frontcover&dq=Translating+Into+Success:+Cutting-edge+strategies+for+going+multilingual+in+a+global+age+(American+Translators+Association+Scholarly+Monograph+Series)&hl=&cd=1&source=gbs_api,John Benjamins Publishing,2000,http://books.google.nl/books?id=inCeft4AkXcC&dq=Translating+Into+Success:+Cutting-edge+strategies+for+going+multilingual+in+a+global+age+(American+Translators+Association+Scholarly+Monograph+Series)&hl=&source=gbs_api,['Language Arts & Disciplines'],
"Monstrous Compendium, Appendices I & II (AD&D;, 2nd Ed, Roleplaying, Accessory/2162)",,"['TSR Inc', 'TSR Inc. Staff']",,"http://books.google.nl/books?id=MR00AAAACAAJ&dq=Monstrous+Compendium,+Appendices+I&hl=&cd=1&source=gbs_api",TSR,1996-04-01,"http://books.google.nl/books?id=MR00AAAACAAJ&dq=Monstrous+Compendium,+Appendices+I&hl=&source=gbs_api",['Dungeons and Dragons (Game)'],
"Lombard street,: a description of the money market;",,['Walter Bagehot'],http://books.google.com/books/content?id=wZOvXs8NPx0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=wZOvXs8NPx0C&printsec=frontcover&dq=Lombard+street,:+a+description+of+the+money+market%3B&hl=&cd=1&source=gbs_api",,1873,https://play.google.com/store/books/details?id=wZOvXs8NPx0C&source=gbs_api,,
Unholy Order: A Paul Devlin Mystery,"A woman is dead, her throat and midsection viciously slashed open, a lethal dose of heroin found in her system. But what makes this grisly New York outrage different from all the others -- and tosses the ""red-ball"" squarely in Detective Paul Devlin's lap -- is the fact that this victim was a nun. Blistering heat is coming down from the mayor's office, One Police Plaza, and the Archdiocese, so Devlin needs to find a murderer, and fast. But suddenly walls are being made to derail an investigation that is leading Paul Devlin and his people in a shocking direction: into the secret, fortified heart of the Catholic Church itself -- and toward a terrifying conspiracy cloaked in silence, piety, and blood that extends wider than anyone ever imagined.",['William Heffernan'],http://books.google.com/books/content?id=Tz1W3EamfHwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Tz1W3EamfHwC&printsec=frontcover&dq=Unholy+Order:+A+Paul+Devlin+Mystery&hl=&cd=1&source=gbs_api,Harper Collins,2010-11-30,https://play.google.com/store/books/details?id=Tz1W3EamfHwC&source=gbs_api,['Fiction'],
I like caterpillars,A beginner book on catapillars before they become butterflies or moths.,['Gladys Conklin'],http://books.google.com/books/content?id=mqoEAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=mqoEAQAAIAAJ&dq=I+like+caterpillars&hl=&cd=1&source=gbs_api,,1958,http://books.google.nl/books?id=mqoEAQAAIAAJ&dq=I+like+caterpillars&hl=&source=gbs_api,['Caterpillars'],
The First Nine Months of Life,Offers a description of prenatal development explaining the technical aspects of conception and growth without losing the sense of wonder.,['Geraldine Flanagan'],http://books.google.com/books/content?id=PgPTx7IKt7AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=PgPTx7IKt7AC&printsec=frontcover&dq=The+First+Nine+Months+of+Life&hl=&cd=1&source=gbs_api,Simon and Schuster,1982-12-17,http://books.google.nl/books?id=PgPTx7IKt7AC&dq=The+First+Nine+Months+of+Life&hl=&source=gbs_api,['Family & Relationships'],
"Bacnet: A Data Communication Protocol for Building Automation and Control Networks (A S H R a E Standards, 135-2001)","Brought to you by the creator of numerous bestselling handbooks, the Handbook of Energy Efficiency and Renewable Energy provides a thorough grounding in the analytic techniques and technological developments that underpin renewable energy use and environmental protection. The handbook emphasizes the engineering aspects of energy conservation and renewable energy. Taking a world view, the editors discuss key topics underpinning energy efficiency and renewable energy systems. They provide content at the forefront of the contemporary debate about energy and environmental futures. This is vital information for planning a secure energy future. Practical in approach, the book covers technologies currently available or expected to be ready for implementation in the near future. It sets the stage with a survey of current and future world-wide energy issues, then explores energy policies and incentives for conservation and renewable energy, covers economic assessment methods for conservation and generation technologies, and discusses the environmental costs of various energy generation technologies. The book goes on to examine distributed generation and demand side management procedures and gives a perspective on the efficiencies, economics, and environmental costs of fossil and nuclear technologies. Highlighting energy conservation as the cornerstone of a successful national energy strategy, the book covers energy management strategies for industry and buildings, HVAC controls, co-generation, and advances in specific technologies such as motors, lighting, appliances, and heat pumps. It explores energy storage and generation from renewable sources and underlines the role of infrastructure security and risk analysis in planning future energy transmission and storage systems. These features and more make the Handbook of Energy Efficiency and Renewable Energy the tool for designing the energy sources of the future.","['D. Yogi Goswami', 'Frank Kreith']",http://books.google.com/books/content?id=cxDNBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=cxDNBQAAQBAJ&pg=SA11-PA44&dq=Bacnet:+A+Data+Communication+Protocol+for+Building+Automation+and+Control+Networks+(A+S+H+R+a+E+Standards,+135-2001)&hl=&cd=1&source=gbs_api",CRC Press,2007-05-07,https://play.google.com/store/books/details?id=cxDNBQAAQBAJ&source=gbs_api,['Science'],
"Different Brains, Different Learners: How to Reach the Hard to Reach","Provides instructions for teachers on identifying common impairments and symptomsm, allowing educators to make adjustments that enable students to learn effectively.",['Eric Jensen'],http://books.google.com/books/content?id=ONBwET0jBasC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=ONBwET0jBasC&printsec=frontcover&dq=Different+Brains,+Different+Learners:+How+to+Reach+the+Hard+to+Reach&hl=&cd=1&source=gbs_api",Corwin Press,2010,"http://books.google.nl/books?id=ONBwET0jBasC&dq=Different+Brains,+Different+Learners:+How+to+Reach+the+Hard+to+Reach&hl=&source=gbs_api",['Education'],
East of the Arch: A Joe Keough Mystery,"Keough has been at his job in the Mayor's office for a year and he's not happy. He's been involved in more political functions and fund raisers than investigations. But when bodies of pregnant women begin to pile up on the Illinois side of the Mississippi, the Mayor of East St. Louis asks for help. Now out on loan, Keough heads up the search for a serial killer with only a Mark Twain quoting sidekick and young female clerk as his ""task force."" At the worst possible time his ex-girlfriend, Valerie, comes back into his life with a problem--the little boy, Brady, who tracked bloody footprints into Keough's life in In the Shadow of the Arch, is in trouble. And as if all this weren't enough, Keough is still trying to adjust to the fact that he has diabetes. When an offer to leave St. Louis to join a special state-wide serial killer squad comes his way, Keough has to make a decision that could change his personal and professional life forever. Throughout all this turmoil, Keough works frantically to discover the perpetrator of these increasingly sick and twisted crimes, before another young woman and her unborn baby are killed. Filled with modern images of St. Louis, Robert J. Randisi spins another thrilling, multi-layered murder mystery.",['Robert J. Randisi'],http://books.google.com/books/content?id=ebXRwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=ebXRwAEACAAJ&dq=East+of+the+Arch:+A+Joe+Keough+Mystery&hl=&cd=1&source=gbs_api,Minotaur Books,2002-10-08,http://books.google.nl/books?id=ebXRwAEACAAJ&dq=East+of+the+Arch:+A+Joe+Keough+Mystery&hl=&source=gbs_api,['Fiction'],
The Cruelest Months,"""Many mystery buffs have credited Louise Penny with the revival of the type of traditional murder mystery made famous by Agatha Christie. . . . The book's title is a metaphor not only for the month of April but also for Gamache's personal and professional challenges---making this the series standout so far."" --Sarah Weinman Welcome to Three Pines, where the cruelest month is about to deliver on its threat. It's spring in the tiny, forgotten village; buds are on the trees and the first flowers are struggling through the newly thawed earth. But not everything is meant to return to life. . . When some villagers decide to celebrate Easter with a séance at the Old Hadley House, they are hoping to rid the town of its evil---until one of their party dies of fright. Was this a natural death, or was the victim somehow helped along? Brilliant, compassionate Chief Inspector Armand Gamache of the Sûreté du Québec is called to investigate, in a case that will force him to face his own ghosts as well as those of a seemingly idyllic town where relationships are far more dangerous than they seem.",['Louise Penny'],http://books.google.com/books/content?id=p-12cgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=p-12cgAACAAJ&dq=The+Cruelest+Months&hl=&cd=1&source=gbs_api,Minotaur Books,2011-04-12,http://books.google.nl/books?id=p-12cgAACAAJ&dq=The+Cruelest+Months&hl=&source=gbs_api,['Fiction'],84.0
"Through So Many Dangers: The Memoirs and Adventures of Robert Kirk, Late of the Royal Highland Regiment","ROBERT KIRK (KIRKWOOD), an enlisted man, served with the 42nd and 77th Highland Regiments in North America. He covered 5000 miles by foot, canoe, whaleboat, and transport ship. He was wounded, captured by Shawnees, and nearly scalped, but he lived to write his memoirs, which are published here for the first time since 1775. This book constitutes a superb team effort with paintings by renowned artist, Robert Griffing; an excellent and insightful introduction by best-selling British historian, Stephen Brumwell; and annotations, biographical notes, and essays by historians, Lt. Col. Ian McCulloch and Timothy Todish.",['Robert Kirkwood'],http://books.google.com/books/content?id=bygRAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=bygRAQAAMAAJ&q=Through+So+Many+Dangers:+The+Memoirs+and+Adventures+of+Robert+Kirk,+Late+of+the+Royal+Highland+Regiment&dq=Through+So+Many+Dangers:+The+Memoirs+and+Adventures+of+Robert+Kirk,+Late+of+the+Royal+Highland+Regiment&hl=&cd=1&source=gbs_api",,2004,"http://books.google.nl/books?id=bygRAQAAMAAJ&dq=Through+So+Many+Dangers:+The+Memoirs+and+Adventures+of+Robert+Kirk,+Late+of+the+Royal+Highland+Regiment&hl=&source=gbs_api",['Indian captivities'],
Sermons preached on various occasions,,['John Henry Newman'],http://books.google.com/books/content?id=nSkPAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=nSkPAAAAIAAJ&printsec=frontcover&dq=Sermons+preached+on+various+occasions&hl=&cd=1&source=gbs_api,,1858,https://play.google.com/store/books/details?id=nSkPAAAAIAAJ&source=gbs_api,"['Sermons, English']",
Abortion and Options Counseling : A Comprehensive Reference,,['Anne Baker'],,http://books.google.nl/books?id=AoyYAAAACAAJ&dq=Abortion+and+Options+Counseling+:+A+Comprehensive+Reference&hl=&cd=1&source=gbs_api,,1995-01-01,http://books.google.nl/books?id=AoyYAAAACAAJ&dq=Abortion+and+Options+Counseling+:+A+Comprehensive+Reference&hl=&source=gbs_api,['Abortion counseling'],
DEEP FRY COOKERY,,"['Mable Hoffman', 'Gar Hoffman']",,http://books.google.nl/books?id=V3CKAAAACAAJ&dq=DEEP+FRY+COOKERY&hl=&cd=1&source=gbs_api,Hp Books,1977,http://books.google.nl/books?id=V3CKAAAACAAJ&dq=DEEP+FRY+COOKERY&hl=&source=gbs_api,['Cooking'],
Your Child's Self Esteem,,['Dorothy Corkille Briggs'],http://books.google.com/books/content?id=OgnR0HS8Ts4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=OgnR0HS8Ts4C&q=Your+Child%27s+Self+Esteem&dq=Your+Child%27s+Self+Esteem&hl=&cd=1&source=gbs_api,,1970,http://books.google.nl/books?id=OgnR0HS8Ts4C&dq=Your+Child%27s+Self+Esteem&hl=&source=gbs_api,['Child development'],1.0
Manson in His Own Words: The Shocking Confessions of 'The Most Dangerous Man Alive',"Recounts the murders that sent Charles Manson to prison, describes his childhood and life of crime, and includes his feelings concerning his portrayal in the media","['Charles Manson', 'Nuel Emmons']",http://books.google.com/books/content?id=pl3KHfExjN4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=pl3KHfExjN4C&printsec=frontcover&dq=Manson+in+His+Own+Words:+The+Shocking+Confessions+of+%27The+Most+Dangerous+Man+Alive%27&hl=&cd=1&source=gbs_api,Grove Press,1988,http://books.google.nl/books?id=pl3KHfExjN4C&dq=Manson+in+His+Own+Words:+The+Shocking+Confessions+of+%27The+Most+Dangerous+Man+Alive%27&hl=&source=gbs_api,['Biography & Autobiography'],5.0
Talking to Blue (Lothian YA Fiction),"Murder mystery for teenage readers. Mike's suburb is being stalked by a serial killer known as Blue. When Mike discovers the killer's latest victim, he is unaware that Blue himself is watching from the shadows. Soon a series of mobile phone calls begins and Mike is talking regularly to Blue, who seems to know a lot about him. Author has written almost 30 television dramas and series and 18 novels for teenagers. Previous books include 'The Golden Prince'.",['Ken Catran'],http://books.google.com/books/content?id=RsckAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=RsckAAAACAAJ&dq=Talking+to+Blue+(Lothian+YA+Fiction)&hl=&cd=1&source=gbs_api,Lothian Children's Books,2000,http://books.google.nl/books?id=RsckAAAACAAJ&dq=Talking+to+Blue+(Lothian+YA+Fiction)&hl=&source=gbs_api,['Multiple personality'],
His Mysterious Ways Volume 3,,,http://books.google.com/books/content?id=WRWtZ5TTDE8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=WRWtZ5TTDE8C&pg=PA46&dq=His+Mysterious+Ways+Volume+3&hl=&cd=1&source=gbs_api,Gospel Standard Publications,,http://books.google.nl/books?id=WRWtZ5TTDE8C&dq=His+Mysterious+Ways+Volume+3&hl=&source=gbs_api,,
Empire From the Ashes,"Drawn into an alien conflict when his ship is taken over and pitted against a dangerous ancient enemy, Colin MacIntyre takes on the task of defeating a group of immortals who have been secretly ruling the Earth.",['David Weber'],http://books.google.com/books/content?id=646pRr73mOEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=646pRr73mOEC&printsec=frontcover&dq=Empire+From+the+Ashes&hl=&cd=1&source=gbs_api,Baen Books,2003,http://books.google.nl/books?id=646pRr73mOEC&dq=Empire+From+the+Ashes&hl=&source=gbs_api,['Fiction'],4.0
Who's Who in the Ancient Near East (Who's Who (Routledge)),"From Palestine to Iran and from Alexander the Great to Zechariah, Who's Who in the Ancient Near East presents a unique and comprehensive reference guide for all those with an interest in the ancient history of the area.What do we know of the real Nebuchadnezzar? Was there an historical precedent for the mythical Gilgamesh? Who were the Hittites? When did Isaiah preach? How did Jezebel get her reputation?These and many more questions are answered in this fascinating survey of the people who inhabited the Near East between the twenty-fifth and the second centuries BC. From Palestine to Iran and from Alexander the Great to Zechariah, Who's Who in the Ancient Near East presents a unique and comprehensive reference guide for all those with an interest in the ancient history of the area. A comprehesive glossary, chronological charts, maps and bibliographical information complement the biographical entries.",['Gwendolyn Leick'],http://books.google.com/books/content?id=xwuOsvSVA3YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=xwuOsvSVA3YC&printsec=frontcover&dq=Who%27s+Who+in+the+Ancient+Near+East+(Who%27s+Who+(Routledge))&hl=&cd=1&source=gbs_api,Psychology Press,2001-09-27,http://books.google.nl/books?id=xwuOsvSVA3YC&dq=Who%27s+Who+in+the+Ancient+Near+East+(Who%27s+Who+(Routledge))&hl=&source=gbs_api,['History'],
The Secret Books of the Egyptian Gnostics: An Introduction to the Gnostic Coptic Manuscripts Discovered at Chenoboskion,,['Jean Doresse'],http://books.google.com/books/content?id=vSwQAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=vSwQAQAAIAAJ&q=The+Secret+Books+of+the+Egyptian+Gnostics:+An+Introduction+to+the+Gnostic+Coptic+Manuscripts+Discovered+at+Chenoboskion&dq=The+Secret+Books+of+the+Egyptian+Gnostics:+An+Introduction+to+the+Gnostic+Coptic+Manuscripts+Discovered+at+Chenoboskion&hl=&cd=1&source=gbs_api,Ams PressInc,1970,http://books.google.nl/books?id=vSwQAQAAIAAJ&dq=The+Secret+Books+of+the+Egyptian+Gnostics:+An+Introduction+to+the+Gnostic+Coptic+Manuscripts+Discovered+at+Chenoboskion&hl=&source=gbs_api,"['Body, Mind & Spirit']",
Illuminated Manuscripts of Medieval Spain,"At the end of the first millennium--when many expected the world to end--the Christian communities of Spain, still dominated by Islam, experienced a profound spiritual crisis. To make sense of their predicament, they turned to The Book of Revelation by St. John the Divine, and commentaries on this work were circulated in a variety of illuminated manuscripts of extraordinary expressive power. More than twenty of these manuscripts survive, dating from between 900 and 1100, all rendered in a colorful style known as Mozarabic. Cut off from the rest of Europe and obsessed by the imminence of God's judgment, the creators of these books invented a world peopled by angelic warriors, demons and beasts, exotic birds and serpents, and luxuriant trees.",['Mireille Mentre'],http://books.google.com/books/content?id=p83mAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=p83mAQAACAAJ&dq=Illuminated+Manuscripts+of+Medieval+Spain&hl=&cd=1&source=gbs_api,Todtri Book Pub,2003-03-01,http://books.google.nl/books?id=p83mAQAACAAJ&dq=Illuminated+Manuscripts+of+Medieval+Spain&hl=&source=gbs_api,['Art'],
Modern Magician Pb,,,,,,,,,
Communism and Christ,,['Charles Wesley Lowry'],http://books.google.com/books/content?id=WDIQAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=WDIQAQAAIAAJ&q=Communism+and+Christ&dq=Communism+and+Christ&hl=&cd=1&source=gbs_api,,1952,http://books.google.nl/books?id=WDIQAQAAIAAJ&dq=Communism+and+Christ&hl=&source=gbs_api,['Apologetics'],
"Lazar, the autobiography of my father",,['Leonard Yanow'],http://books.google.com/books/content?id=VUMBAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=VUMBAAAAMAAJ&q=Lazar,+the+autobiography+of+my+father&dq=Lazar,+the+autobiography+of+my+father&hl=&cd=1&source=gbs_api",Viking Adult,1980,"http://books.google.nl/books?id=VUMBAAAAMAAJ&dq=Lazar,+the+autobiography+of+my+father&hl=&source=gbs_api",['Fathers and sons'],
Prescription for Adventure: Bush Pilot Doctor,,"['Elmer E. Gaede', 'Naomi Gaede-Penner']",,http://books.google.nl/books?id=b4ozQwAACAAJ&dq=Prescription+for+Adventure:+Bush+Pilot+Doctor&hl=&cd=1&source=gbs_api,,2008,http://books.google.nl/books?id=b4ozQwAACAAJ&dq=Prescription+for+Adventure:+Bush+Pilot+Doctor&hl=&source=gbs_api,['Alaska'],
Celtic Art: From Its Beginnings to the Book of Kells,,['Ruth Megaw'],,http://books.google.nl/books?id=4IV3vgEACAAJ&dq=Celtic+Art:+From+Its+Beginnings+to+the+Book+of+Kells&hl=&cd=1&source=gbs_api,,1989,http://books.google.nl/books?id=4IV3vgEACAAJ&dq=Celtic+Art:+From+Its+Beginnings+to+the+Book+of+Kells&hl=&source=gbs_api,,
"Wing Chun Kung Fu/Jeet Kune Do: A Comparison, Volume 1 (Literary Links to the Orient)","Bruce Lee’s original art (wing chun) and the art he developed (jeet kune do) are compared by Lee’s associates. Includes stances and footwork, hand and leg techniques, tactics, and self-defense.","['William Cheung', 'Ted Wong']",http://books.google.com/books/content?id=7qPbDQIWVCEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=7qPbDQIWVCEC&pg=PT3&dq=Wing+Chun+Kung+Fu/Jeet+Kune+Do:+A+Comparison,+Volume+1+(Literary+Links+to+the+Orient)&hl=&cd=1&source=gbs_api",Black Belt Communications,1990,"http://books.google.nl/books?id=7qPbDQIWVCEC&dq=Wing+Chun+Kung+Fu/Jeet+Kune+Do:+A+Comparison,+Volume+1+(Literary+Links+to+the+Orient)&hl=&source=gbs_api",['Sports & Recreation'],
Nappily Ever After,"NOW A NETFLIX ORIGINAL FILM STARRING SANAA LATHAN What happens when you toss tradition out the window and really start living for yourself? Venus Johnston has a great job, a beautiful home, and a loving live-in boyfriend named Clint, who happens to be a drop-dead gorgeous doctor. She also has a weekly beauty-parlor date with Tina, who keeps Venus's long, processed hair slick and straight. But when Clint--who's been reluctant to commit over the past four years--brings home a puppy instead of an engagement ring, Venus decides to give it all up. She trades in her long hair for a dramatically short, natural cut and sends Clint packing. It's a bold declaration of independence--one that has effects she never could have imagined. Reactions from friends and coworkers range from concern to contempt to outright condemnation. And when Clint moves on and starts dating a voluptuous, long-haired beauty, Venus is forced to question what she really wants out of life. With wit, resilience, and a lot of determination, she finally learns what true happiness is--on her own terms. Told with style, savvy, and humor, Nappily Ever After is a novel that marks the debut of a fresh new voice in fiction.",['Trisha R. Thomas'],http://books.google.com/books/content?id=ph4BtnTYvW0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=ph4BtnTYvW0C&printsec=frontcover&dq=Nappily+Ever+After&hl=&cd=1&source=gbs_api,Crown,2001-12-26,https://play.google.com/store/books/details?id=ph4BtnTYvW0C&source=gbs_api,['Fiction'],4.0
Making the most of life--from A to Z,,"['Edmund Saunders', ""Great Britain. Court of King's Bench""]",http://books.google.com/books/content?id=PPsvAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=PPsvAAAAIAAJ&pg=PA285&dq=Making+the+most+of+life--from+A+to+Z&hl=&cd=1&source=gbs_api,,1824,https://play.google.com/store/books/details?id=PPsvAAAAIAAJ&source=gbs_api,"['Law reports, digests, etc']",
